UserName,CatalogName,AccessLocation,ReadLoc,WriteLoc,kgid,insUN,insDT,insApp,updUN,updDT,updApp
2derya,LINDON,LN001,,,329,dbo,2024-10-16 08:06:51.590000,Paramet,,,
Ahmet,LINDON,LN001,,,1,,,,,,
Ahmet,LINDON23,LN001,,,165,dbo,2024-10-16 00:31:00.497000,,,,
AhmetEnes,LINDON,LN001,,,2,,,,,,
AhmetEnes,LINDON23,LN001,,,166,dbo,2024-10-16 00:31:00.497000,,,,
ATAKAN,LINDON,LN001,,,3,,,,,,
ATAKAN,LINDON23,LN001,,,167,dbo,2024-10-16 00:31:00.497000,,,,
baris,LINDON,LN001,,,4,,,,,,
baris,LINDON23,LN001,,,168,dbo,2024-10-16 00:31:00.497000,,,,
CokluPaketleme,LINDON,LN001,,,5,,,,,,
CokluPaketleme,LINDON23,LN001,,,169,dbo,2024-10-16 00:31:00.497000,,,,
dbo,LINDON,LN001,,,6,,,,,,
dbo,LINDON,LN002,,,41,,,,,,
dbo,LINDON,LN003,,,53,,,,,,
dbo,LINDON,LN004,,,65,,,,,,
dbo,LINDON,LN005,,,76,,,,,,
dbo,LINDON,LN010,,,85,,,,,,
dbo,LINDON,LN011,,,96,,,,,,
dbo,LINDON,LN012,,,106,,,,,,
dbo,LINDON,LN013,,,116,,,,,,
dbo,LINDON,LN014,,,125,,,,,,
dbo,LINDON,LN015,,,134,,,,,,
dbo,LINDON,LN999,,,143,,,,,,
dbo,LINDON23,LN001,,,170,dbo,2024-10-16 00:31:00.497000,,,,
dbo,LINDON23,LN002,,,171,dbo,2024-10-16 00:31:00.497000,,,,
dbo,LINDON23,LN003,,,172,dbo,2024-10-16 00:31:00.497000,,,,
dbo,LINDON23,LN004,,,173,dbo,2024-10-16 00:31:00.497000,,,,
dbo,LINDON23,LN005,,,174,dbo,2024-10-16 00:31:00.497000,,,,
dbo,LINDON23,LN010,,,175,dbo,2024-10-16 00:31:00.497000,,,,
dbo,LINDON23,LN011,,,176,dbo,2024-10-16 00:31:00.497000,,,,
dbo,LINDON23,LN012,,,177,dbo,2024-10-16 00:31:00.497000,,,,
dbo,LINDON23,LN013,,,178,dbo,2024-10-16 00:31:00.497000,,,,
dbo,LINDON23,LN014,,,179,dbo,2024-10-16 00:31:00.497000,,,,
dbo,LINDON23,LN015,,,180,dbo,2024-10-16 00:31:00.497000,,,,
dbo,LINDON23,LN999,,,181,dbo,2024-10-16 00:31:00.497000,,,,
Derya,LINDON,LN001,,,7,,,,,,
Derya,LINDON23,LN001,,,182,dbo,2024-10-16 00:31:00.497000,,,,
DeryaYD,LINDON,LN001,,,8,,,,,,
DeryaYD,LINDON23,LN001,,,183,dbo,2024-10-16 00:31:00.497000,,,,
Efe,LINDON,LN001,,,9,,,,,,
Efe,LINDON23,LN001,,,184,dbo,2024-10-16 00:31:00.497000,,,,
Emel,LINDON,LN001,,,10,,,,,,
Emel,LINDON23,LN001,,,185,dbo,2024-10-16 00:31:00.497000,,,,
EmelYD,LINDON,LN001,,,11,,,,,,
EmelYD,LINDON23,LN001,,,186,dbo,2024-10-16 00:31:00.497000,,,,
Eylem,LINDON,LN001,,,12,,,,,,
Eylem,LINDON23,LN001,,,187,dbo,2024-10-16 00:31:00.497000,,,,
FAB,LINDON,LN001,,,13,,,,,,
FAB,LINDON,LN002,,,42,,,,,,
FAB,LINDON,LN003,,,54,,,,,,
FAB,LINDON,LN004,,,66,,,,,,
FAB,LINDON,LN005,,,77,,,,,,
FAB,LINDON,LN010,,,86,,,,,,
FAB,LINDON,LN011,,,97,,,,,,
FAB,LINDON,LN012,,,107,,,,,,
FAB,LINDON,LN013,,,117,,,,,,
FAB,LINDON,LN014,,,126,,,,,,
FAB,LINDON,LN015,,,135,,,,,,
FAB,LINDON,LN999,,,144,,,,,,
FAB,LINDON23,LN001,,,188,dbo,2024-10-16 00:31:00.497000,,,,
FAB,LINDON23,LN002,,,189,dbo,2024-10-16 00:31:00.497000,,,,
FAB,LINDON23,LN003,,,190,dbo,2024-10-16 00:31:00.497000,,,,
FAB,LINDON23,LN004,,,191,dbo,2024-10-16 00:31:00.497000,,,,
FAB,LINDON23,LN005,,,192,dbo,2024-10-16 00:31:00.497000,,,,
FAB,LINDON23,LN010,,,193,dbo,2024-10-16 00:31:00.497000,,,,
FAB,LINDON23,LN011,,,194,dbo,2024-10-16 00:31:00.497000,,,,
FAB,LINDON23,LN012,,,195,dbo,2024-10-16 00:31:00.497000,,,,
FAB,LINDON23,LN013,,,196,dbo,2024-10-16 00:31:00.497000,,,,
FAB,LINDON23,LN014,,,197,dbo,2024-10-16 00:31:00.497000,,,,
FAB,LINDON23,LN015,,,198,dbo,2024-10-16 00:31:00.497000,,,,
FAB,LINDON23,LN999,,,199,dbo,2024-10-16 00:31:00.497000,,,,
fırat,LINDON,LN001,,,14,,,,,,
fırat,LINDON23,LN001,,,200,dbo,2024-10-16 00:31:00.497000,,,,
Furkan,LINDON,LN001,,,15,,,,,,
Furkan,LINDON,LN002,,,43,,,,,,
Furkan,LINDON,LN003,,,55,,,,,,
Furkan,LINDON,LN004,,,67,,,,,,
Furkan,LINDON,LN005,,,78,,,,,,
Furkan,LINDON,LN010,,,87,,,,,,
Furkan,LINDON,LN011,,,98,,,,,,
Furkan,LINDON,LN012,,,108,,,,,,
Furkan,LINDON,LN013,,,118,,,,,,
Furkan,LINDON,LN014,,,127,,,,,,
Furkan,LINDON,LN015,,,136,,,,,,
Furkan,LINDON,LN999,,,145,,,,,,
Furkan,LINDON23,LN001,,,201,dbo,2024-10-16 00:31:00.497000,,,,
Furkan,LINDON23,LN002,,,202,dbo,2024-10-16 00:31:00.497000,,,,
Furkan,LINDON23,LN003,,,203,dbo,2024-10-16 00:31:00.497000,,,,
Furkan,LINDON23,LN004,,,204,dbo,2024-10-16 00:31:00.497000,,,,
Furkan,LINDON23,LN005,,,205,dbo,2024-10-16 00:31:00.497000,,,,
Furkan,LINDON23,LN010,,,206,dbo,2024-10-16 00:31:00.497000,,,,
Furkan,LINDON23,LN011,,,207,dbo,2024-10-16 00:31:00.497000,,,,
Furkan,LINDON23,LN012,,,208,dbo,2024-10-16 00:31:00.497000,,,,
Furkan,LINDON23,LN013,,,209,dbo,2024-10-16 00:31:00.497000,,,,
Furkan,LINDON23,LN014,,,210,dbo,2024-10-16 00:31:00.497000,,,,
Furkan,LINDON23,LN015,,,211,dbo,2024-10-16 00:31:00.497000,,,,
Furkan,LINDON23,LN999,,,212,dbo,2024-10-16 00:31:00.497000,,,,
Furkan1,LINDON,LN001,,,16,,,,,,
Furkan1,LINDON,LN002,,,44,,,,,,
Furkan1,LINDON,LN003,,,56,,,,,,
Furkan1,LINDON,LN004,,,68,,,,,,
Furkan1,LINDON,LN005,,,79,,,,,,
Furkan1,LINDON,LN010,,,88,,,,,,
Furkan1,LINDON,LN011,,,99,,,,,,
Furkan1,LINDON,LN012,,,109,,,,,,
Furkan1,LINDON,LN013,,,119,,,,,,
Furkan1,LINDON,LN014,,,128,,,,,,
Furkan1,LINDON,LN015,,,137,,,,,,
Furkan1,LINDON,LN999,,,146,,,,,,
Furkan1,LINDON23,LN001,,,213,dbo,2024-10-16 00:31:00.497000,,,,
Furkan1,LINDON23,LN002,,,214,dbo,2024-10-16 00:31:00.497000,,,,
Furkan1,LINDON23,LN003,,,215,dbo,2024-10-16 00:31:00.497000,,,,
Furkan1,LINDON23,LN004,,,216,dbo,2024-10-16 00:31:00.497000,,,,
Furkan1,LINDON23,LN005,,,217,dbo,2024-10-16 00:31:00.497000,,,,
Furkan1,LINDON23,LN010,,,218,dbo,2024-10-16 00:31:00.497000,,,,
Furkan1,LINDON23,LN011,,,219,dbo,2024-10-16 00:31:00.497000,,,,
Furkan1,LINDON23,LN012,,,220,dbo,2024-10-16 00:31:00.497000,,,,
Furkan1,LINDON23,LN013,,,221,dbo,2024-10-16 00:31:00.497000,,,,
Furkan1,LINDON23,LN014,,,222,dbo,2024-10-16 00:31:00.497000,,,,
Furkan1,LINDON23,LN015,,,223,dbo,2024-10-16 00:31:00.497000,,,,
Furkan1,LINDON23,LN999,,,224,dbo,2024-10-16 00:31:00.497000,,,,
gul,LINDON,LN001,,,17,,,,,,
gul,LINDON23,LN001,,,225,dbo,2024-10-16 00:31:00.497000,,,,
gul02,LINDON,LN001,,,18,,,,,,
gul02,LINDON23,LN001,,,226,dbo,2024-10-16 00:31:00.497000,,,,
KorgunDestek,LINDON,LN001,,,19,,,,,,
KorgunDestek,LINDON,LN002,,,45,,,,,,
KorgunDestek,LINDON,LN003,,,57,,,,,,
KorgunDestek,LINDON,LN004,,,69,,,,,,
KorgunDestek,LINDON,LN005,,,80,,,,,,
KorgunDestek,LINDON,LN010,,,89,,,,,,
KorgunDestek,LINDON,LN011,,,100,,,,,,
KorgunDestek,LINDON,LN012,,,110,,,,,,
KorgunDestek,LINDON,LN013,,,120,,,,,,
KorgunDestek,LINDON,LN014,,,129,,,,,,
KorgunDestek,LINDON,LN015,,,138,,,,,,
KorgunDestek,LINDON,LN999,,,147,,,,,,
KorgunDestek,LINDON23,LN001,,,227,dbo,2024-10-16 00:31:00.497000,,,,
KorgunDestek,LINDON23,LN002,,,228,dbo,2024-10-16 00:31:00.497000,,,,
KorgunDestek,LINDON23,LN003,,,229,dbo,2024-10-16 00:31:00.497000,,,,
KorgunDestek,LINDON23,LN004,,,230,dbo,2024-10-16 00:31:00.497000,,,,
KorgunDestek,LINDON23,LN005,,,231,dbo,2024-10-16 00:31:00.497000,,,,
KorgunDestek,LINDON23,LN010,,,232,dbo,2024-10-16 00:31:00.497000,,,,
KorgunDestek,LINDON23,LN011,,,233,dbo,2024-10-16 00:31:00.497000,,,,
KorgunDestek,LINDON23,LN012,,,234,dbo,2024-10-16 00:31:00.497000,,,,
KorgunDestek,LINDON23,LN013,,,235,dbo,2024-10-16 00:31:00.497000,,,,
KorgunDestek,LINDON23,LN014,,,236,dbo,2024-10-16 00:31:00.497000,,,,
KorgunDestek,LINDON23,LN015,,,237,dbo,2024-10-16 00:31:00.497000,,,,
KorgunDestek,LINDON23,LN999,,,238,dbo,2024-10-16 00:31:00.497000,,,,
KRG,LINDON,LN001,,,20,,,,,,
KRG,LINDON,LN002,,,46,,,,,,
KRG,LINDON,LN003,,,58,,,,,,
KRG,LINDON,LN004,,,70,,,,,,
KRG,LINDON,LN010,,,90,,,,,,
KRG,LINDON,LN011,,,101,,,,,,
KRG,LINDON,LN012,,,111,,,,,,
KRG,LINDON,LN999,,,148,,,,,,
KRG,LINDON23,LN001,,,239,dbo,2024-10-16 00:31:00.497000,,,,
KRG,LINDON23,LN002,,,240,dbo,2024-10-16 00:31:00.497000,,,,
KRG,LINDON23,LN003,,,241,dbo,2024-10-16 00:31:00.497000,,,,
KRG,LINDON23,LN004,,,242,dbo,2024-10-16 00:31:00.497000,,,,
KRG,LINDON23,LN010,,,243,dbo,2024-10-16 00:31:00.497000,,,,
KRG,LINDON23,LN011,,,244,dbo,2024-10-16 00:31:00.497000,,,,
KRG,LINDON23,LN012,,,245,dbo,2024-10-16 00:31:00.497000,,,,
KRG,LINDON23,LN999,,,246,dbo,2024-10-16 00:31:00.497000,,,,
Lale,LINDON,LN001,,,21,,,,,,
Lale,LINDON23,LN001,,,247,dbo,2024-10-16 00:31:00.497000,,,,
Lima,LINDON,LN001,,,22,,,,,,
Lima,LINDON,LN002,,,47,,,,,,
Lima,LINDON,LN003,,,59,,,,,,
Lima,LINDON,LN010,,,91,,,,,,
Lima,LINDON23,LN001,,,248,dbo,2024-10-16 00:31:00.497000,,,,
Lima,LINDON23,LN002,,,249,dbo,2024-10-16 00:31:00.497000,,,,
Lima,LINDON23,LN003,,,250,dbo,2024-10-16 00:31:00.497000,,,,
Lima,LINDON23,LN010,,,251,dbo,2024-10-16 00:31:00.497000,,,,
Lindon,LINDON,LN001,,,23,,,,,,
Lindon,LINDON,LN002,,,48,,,,,,
Lindon,LINDON,LN003,,,60,,,,,,
Lindon,LINDON,LN004,,,71,,,,,,
Lindon,LINDON,LN014,,,130,,,,,,
Lindon,LINDON,LN015,,,139,,,,,,
Lindon,LINDON23,LN001,,,252,dbo,2024-10-16 00:31:00.497000,,,,
Lindon,LINDON23,LN002,,,253,dbo,2024-10-16 00:31:00.497000,,,,
Lindon,LINDON23,LN003,,,254,dbo,2024-10-16 00:31:00.497000,,,,
Lindon,LINDON23,LN004,,,255,dbo,2024-10-16 00:31:00.497000,,,,
Lindon,LINDON23,LN014,,,256,dbo,2024-10-16 00:31:00.497000,,,,
Lindon,LINDON23,LN015,,,257,dbo,2024-10-16 00:31:00.497000,,,,
Melih,LINDON,LN001,,,24,,,,,,
Melih,LINDON23,LN001,,,258,dbo,2024-10-16 00:31:00.497000,,,,
MUAZ,LINDON,LN001,,,25,,,,,,
MUAZ,LINDON,LN002,,,49,,,,,,
MUAZ,LINDON,LN003,,,61,,,,,,
MUAZ,LINDON,LN004,,,72,,,,,,
MUAZ,LINDON,LN005,,,81,,,,,,
MUAZ,LINDON,LN010,,,92,,,,,,
MUAZ,LINDON,LN011,,,102,,,,,,
MUAZ,LINDON,LN012,,,112,,,,,,
MUAZ,LINDON,LN013,,,121,,,,,,
MUAZ,LINDON,LN014,,,131,,,,,,
MUAZ,LINDON,LN015,,,140,,,,,,
MUAZ,LINDON,LN999,,,149,,,,,,
MUAZ,LINDON23,LN001,,,259,dbo,2024-10-16 00:31:00.497000,,,,
MUAZ,LINDON23,LN002,,,260,dbo,2024-10-16 00:31:00.497000,,,,
MUAZ,LINDON23,LN003,,,261,dbo,2024-10-16 00:31:00.497000,,,,
MUAZ,LINDON23,LN004,,,262,dbo,2024-10-16 00:31:00.497000,,,,
MUAZ,LINDON23,LN005,,,263,dbo,2024-10-16 00:31:00.497000,,,,
MUAZ,LINDON23,LN010,,,264,dbo,2024-10-16 00:31:00.497000,,,,
MUAZ,LINDON23,LN011,,,265,dbo,2024-10-16 00:31:00.497000,,,,
MUAZ,LINDON23,LN012,,,266,dbo,2024-10-16 00:31:00.497000,,,,
MUAZ,LINDON23,LN013,,,267,dbo,2024-10-16 00:31:00.497000,,,,
MUAZ,LINDON23,LN014,,,268,dbo,2024-10-16 00:31:00.497000,,,,
MUAZ,LINDON23,LN015,,,269,dbo,2024-10-16 00:31:00.497000,,,,
MUAZ,LINDON23,LN999,,,270,dbo,2024-10-16 00:31:00.497000,,,,
Muhammed,LINDON,LN001,,,26,,,,,,
Muhammed,LINDON23,LN001,,,271,dbo,2024-10-16 00:31:00.497000,,,,
Mürüvvet,LINDON,LN001,,,27,,,,,,
Mürüvvet,LINDON23,LN001,,,272,dbo,2024-10-16 00:31:00.497000,,,,
Nurcan,LINDON,LN001,,,28,,,,,,
Nurcan,LINDON23,LN001,,,273,dbo,2024-10-16 00:31:00.497000,,,,
OtoEfatura,LINDON,LN001,,,29,,,,,,
OtoEfatura,LINDON23,LN001,,,274,dbo,2024-10-16 00:31:00.497000,,,,
Ozgur,LINDON,LN001,,,30,,,,,,
Ozgur,LINDON23,LN001,,,275,dbo,2024-10-16 00:31:00.497000,,,,
Rumeysa,LINDON,LN001,,,31,,,,,,
Rumeysa,LINDON23,LN001,,,276,dbo,2024-10-16 00:31:00.497000,,,,
salih,LINDON,LN001,,,32,,,,,,
salih,LINDON23,LN001,,,277,dbo,2024-10-16 00:31:00.497000,,,,
Sedat,LINDON,LN001,,,33,,,,,,
Sedat,LINDON23,LN001,,,278,dbo,2024-10-16 00:31:00.497000,,,,
selim,LINDON,LN001,,,153,,,,,,
selim,LINDON,LN002,,,154,,,,,,
selim,LINDON,LN003,,,155,,,,,,
selim,LINDON,LN004,,,156,,,,,,
selim,LINDON,LN005,,,157,,,,,,
selim,LINDON,LN010,,,158,,,,,,
selim,LINDON,LN011,,,159,,,,,,
selim,LINDON,LN012,,,160,,,,,,
selim,LINDON,LN013,,,161,,,,,,
selim,LINDON,LN014,,,162,,,,,,
selim,LINDON,LN015,,,163,,,,,,
selim,LINDON,LN999,,,164,,,,,,
selim,LINDON23,LN001,,,279,dbo,2024-10-16 00:31:00.497000,,,,
selim,LINDON23,LN002,,,280,dbo,2024-10-16 00:31:00.497000,,,,
selim,LINDON23,LN003,,,281,dbo,2024-10-16 00:31:00.497000,,,,
selim,LINDON23,LN004,,,282,dbo,2024-10-16 00:31:00.497000,,,,
selim,LINDON23,LN005,,,283,dbo,2024-10-16 00:31:00.497000,,,,
selim,LINDON23,LN010,,,284,dbo,2024-10-16 00:31:00.497000,,,,
selim,LINDON23,LN011,,,285,dbo,2024-10-16 00:31:00.497000,,,,
selim,LINDON23,LN012,,,286,dbo,2024-10-16 00:31:00.497000,,,,
selim,LINDON23,LN013,,,287,dbo,2024-10-16 00:31:00.497000,,,,
selim,LINDON23,LN014,,,288,dbo,2024-10-16 00:31:00.497000,,,,
selim,LINDON23,LN015,,,289,dbo,2024-10-16 00:31:00.497000,,,,
selim,LINDON23,LN999,,,290,dbo,2024-10-16 00:31:00.497000,,,,
Serkan,LINDON,LN001,,,34,,,,,,
Serkan,LINDON23,LN001,,,291,dbo,2024-10-16 00:31:00.497000,,,,
Tedarikci,LINDON,LN001,,,35,,,,,,
Tedarikci,LINDON,LN002,,,50,,,,,,
Tedarikci,LINDON,LN003,,,62,,,,,,
Tedarikci,LINDON,LN004,,,73,,,,,,
Tedarikci,LINDON,LN005,,,82,,,,,,
Tedarikci,LINDON,LN010,,,93,,,,,,
Tedarikci,LINDON,LN011,,,103,,,,,,
Tedarikci,LINDON,LN012,,,113,,,,,,
Tedarikci,LINDON,LN013,,,122,,,,,,
Tedarikci,LINDON,LN999,,,150,,,,,,
Tedarikci,LINDON23,LN001,,,292,dbo,2024-10-16 00:31:00.497000,,,,
Tedarikci,LINDON23,LN002,,,293,dbo,2024-10-16 00:31:00.497000,,,,
Tedarikci,LINDON23,LN003,,,294,dbo,2024-10-16 00:31:00.497000,,,,
Tedarikci,LINDON23,LN004,,,295,dbo,2024-10-16 00:31:00.497000,,,,
Tedarikci,LINDON23,LN005,,,296,dbo,2024-10-16 00:31:00.497000,,,,
Tedarikci,LINDON23,LN010,,,297,dbo,2024-10-16 00:31:00.497000,,,,
Tedarikci,LINDON23,LN011,,,298,dbo,2024-10-16 00:31:00.497000,,,,
Tedarikci,LINDON23,LN012,,,299,dbo,2024-10-16 00:31:00.497000,,,,
Tedarikci,LINDON23,LN013,,,300,dbo,2024-10-16 00:31:00.497000,,,,
Tedarikci,LINDON23,LN999,,,301,dbo,2024-10-16 00:31:00.497000,,,,
TekliPaketleme,LINDON,LN001,,,36,,,,,,
TekliPaketleme,LINDON23,LN001,,,302,dbo,2024-10-16 00:31:00.497000,,,,
WMSApp,LINDON,LN001,,,37,,,,,,
WMSApp,LINDON23,LN001,,,303,dbo,2024-10-16 00:31:00.497000,,,,
Yasar,LINDON,LN001,,,38,,,,,,
Yasar,LINDON23,LN001,,,304,dbo,2024-10-16 00:31:00.497000,,,,
Yasartoplama,LINDON,LN001,,,330,dbo,2024-10-16 08:09:04.143000,Paramet,,,
Zeki,LINDON,LN001,,,39,,,,,,
Zeki,LINDON,LN002,,,51,,,,,,
Zeki,LINDON,LN003,,,63,,,,,,
Zeki,LINDON,LN004,,,74,,,,,,
Zeki,LINDON,LN005,,,83,,,,,,
Zeki,LINDON,LN010,,,94,,,,,,
Zeki,LINDON,LN011,,,104,,,,,,
Zeki,LINDON,LN012,,,114,,,,,,
Zeki,LINDON,LN013,,,123,,,,,,
Zeki,LINDON,LN014,,,132,,,,,,
Zeki,LINDON,LN015,,,141,,,,,,
Zeki,LINDON,LN999,,,151,,,,,,
Zeki,LINDON23,LN001,,,305,dbo,2024-10-16 00:31:00.497000,,,,
Zeki,LINDON23,LN002,,,306,dbo,2024-10-16 00:31:00.497000,,,,
Zeki,LINDON23,LN003,,,307,dbo,2024-10-16 00:31:00.497000,,,,
Zeki,LINDON23,LN004,,,308,dbo,2024-10-16 00:31:00.497000,,,,
Zeki,LINDON23,LN005,,,309,dbo,2024-10-16 00:31:00.497000,,,,
Zeki,LINDON23,LN010,,,310,dbo,2024-10-16 00:31:00.497000,,,,
Zeki,LINDON23,LN011,,,311,dbo,2024-10-16 00:31:00.497000,,,,
Zeki,LINDON23,LN012,,,312,dbo,2024-10-16 00:31:00.497000,,,,
Zeki,LINDON23,LN013,,,313,dbo,2024-10-16 00:31:00.497000,,,,
Zeki,LINDON23,LN014,,,314,dbo,2024-10-16 00:31:00.497000,,,,
Zeki,LINDON23,LN015,,,315,dbo,2024-10-16 00:31:00.497000,,,,
Zeki,LINDON23,LN999,,,316,dbo,2024-10-16 00:31:00.497000,,,,
Zekib,LINDON,LN001,,,40,,,,,,
Zekib,LINDON,LN002,,,52,,,,,,
Zekib,LINDON,LN003,,,64,,,,,,
Zekib,LINDON,LN004,,,75,,,,,,
Zekib,LINDON,LN005,,,84,,,,,,
Zekib,LINDON,LN010,,,95,,,,,,
Zekib,LINDON,LN011,,,105,,,,,,
Zekib,LINDON,LN012,,,115,,,,,,
Zekib,LINDON,LN013,,,124,,,,,,
Zekib,LINDON,LN014,,,133,,,,,,
Zekib,LINDON,LN015,,,142,,,,,,
Zekib,LINDON,LN999,,,152,,,,,,
Zekib,LINDON23,LN001,,,317,dbo,2024-10-16 00:31:00.497000,,,,
Zekib,LINDON23,LN002,,,318,dbo,2024-10-16 00:31:00.497000,,,,
Zekib,LINDON23,LN003,,,319,dbo,2024-10-16 00:31:00.497000,,,,
Zekib,LINDON23,LN004,,,320,dbo,2024-10-16 00:31:00.497000,,,,
Zekib,LINDON23,LN005,,,321,dbo,2024-10-16 00:31:00.497000,,,,
Zekib,LINDON23,LN010,,,322,dbo,2024-10-16 00:31:00.497000,,,,
Zekib,LINDON23,LN011,,,323,dbo,2024-10-16 00:31:00.497000,,,,
Zekib,LINDON23,LN012,,,324,dbo,2024-10-16 00:31:00.497000,,,,
Zekib,LINDON23,LN013,,,325,dbo,2024-10-16 00:31:00.497000,,,,
Zekib,LINDON23,LN014,,,326,dbo,2024-10-16 00:31:00.497000,,,,
Zekib,LINDON23,LN015,,,327,dbo,2024-10-16 00:31:00.497000,,,,
Zekib,LINDON23,LN999,,,328,dbo,2024-10-16 00:31:00.497000,,,,
